,WorkPlace,EdLevel,YearsCodePro,YearsCode,Employment,WorkPosition,DevType,Age,OrgSize,Salary
268,เชียงใหม่ (Chiang Mai),ปริญญาตรี (Bachelor's Degree),3.0,3.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",480000
269,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),3.0,3.0,full-time,Web dev,"Back-end developer, #Web Developer",25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),348000
270,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.6,0.0,full-time,Mobile dev,QA or test developer,18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",256000
271,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),5.0,5.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, #Web Developer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),384000
272,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),3.0,5.0,freelance,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Database administrator, QA or test developer, System administrator, Student, #IT Support, #Web Developer",18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),250000
273,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.1,4.0,full-time,Web dev,Full-stack developer,18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",384000
274,ปทุมธานี (Pathum Thani),ปริญญาตรี (Bachelor's Degree),1.0,4.0,full-time,Engineer,"Embedded applications or devices developer, software developer",18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),300000
275,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),3.5,2.0,full-time,Data,"Data engineer, System administrator",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",360000
276,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),3.0,3.0,full-time,Data,"Data scientist or machine learning specialist, Data engineer, #Consultant",25-34 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",800000
277,กรุงเทพมหานคร (Bangkok),ปวส. (High Vocational Certificate),4.0,7.0,full-time,Web dev,Front-end developer,25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",700000
278,อำนาจเจริญ (Amnat Charoen),ปวส. (High Vocational Certificate),7.0,0.0,full-time,Service,"Student, #IT Support",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",225000
279,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),5.0,5.0,full-time,Mobile dev,"Full-stack developer, Data or business analyst, DevOps specialist, Mobile developer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),720000
280,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,1.0,full-time,Web dev,Full-stack developer,18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",360000
281,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),5.0,5.0,full-time,Web dev,Full-stack developer,25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",1500000
282,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.2,5.2,full-time,Mobile dev,"Front-end developer, Mobile developer",18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),300000
283,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.5,4.0,full-time,Web dev,Full-stack developer,25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),240000
284,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,5.0,full-time,Web dev,"Back-end developer, Full-stack developer, Designer",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",378000
285,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,2.0,full-time,Bussiness,BI,25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),300000
286,เชียงใหม่ (Chiang Mai),ปริญญาโท (Master's Degree),8.0,14.0,full-time,Network,"Back-end developer, Full-stack developer, Data scientist or machine learning specialist, Database administrator, Data or business analyst, Data engineer, Scientist, DevOps specialist, Site reliability engineer, Mobile developer, Game or graphics developer, #Security Engineer, #Consultant",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),1680000
287,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),20.0,20.0,full-time,Desktop dev,"Back-end developer, Front-end developer, Desktop or enterprise applications developer, #Manager",35-44 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",900000
288,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),5.0,0.0,full-time,Web dev,"#UX/UI Developer, System Analyst",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",432000
289,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,5.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Data engineer",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",420000
290,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),8.0,18.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",1800000
291,เชียงใหม่ (Chiang Mai),ปริญญาตรี (Bachelor's Degree),1.0,4.0,full-time,Web dev,Full-stack developer,18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),240000
292,กรุงเทพมหานคร (Bangkok),ปริญญาโท (Master's Degree),4.4,10.0,full-time,Embled dev,Embedded applications or devices developer,25-34 ปี,"10,000 คนขึ้นไป (10,000 or more employees)",840000
293,ขอนแก่น (Khon Kaen),ปริญญาตรี (Bachelor's Degree),0.5,0.5,full-time,Web dev,Data engineer,25-34 ปี,"10,000 คนขึ้นไป (10,000 or more employees)",456000
294,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.3,2.0,full-time,Web dev,"Back-end developer, Front-end developer",18-24 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",360000
295,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.3,2.0,full-time,Web dev,Front-end developer,18-24 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",360000
296,กรุงเทพมหานคร (Bangkok),ปริญญาโท (Master's Degree),8.0,10.0,full-time,Academic,Scientist,25-34 ปี,"10,000 คนขึ้นไป (10,000 or more employees)",3600000
297,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,4.0,full-time,Web dev,"Full-stack developer, DevOps specialist, #Consultant",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",900000
298,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,6.0,full-time,Data,Data scientist or machine learning specialist,18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),900000
299,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,5.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, #Web Developer",25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),540000
300,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.5,1.5,full-time,Web dev,Front-end developer,25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),420000
301,กรุงเทพมหานคร (Bangkok),ปริญญาโท (Master's Degree),1.0,1.0,full-time,Data,Data scientist or machine learning specialist,25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),540000
302,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),1.5,3.0,part-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Database administrator, Mobile developer, Student, #Web Developer",18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),180000
303,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.5,5.0,full-time,Game dev,Game or graphics developer,18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),396000
304,เชียงใหม่ (Chiang Mai),ปริญญาตรี (Bachelor's Degree),1.0,7.0,full-time,Mobile dev,QA or test developer,25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),228000
305,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),6.0,6.0,full-time,Mobile dev,"Back-end developer, Front-end developer, Full-stack developer, Mobile developer, #Web Developer",25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),768000
306,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.25,3.0,full-time,Web dev,Back-end developer,18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),216000
307,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,7.0,full-time,Web dev,"Front-end developer, Full-stack developer",18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),444000
308,นครปฐม (Nakhon Pathom),ปริญญาตรี (Bachelor's Degree),5.0,5.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Database administrator, Data or business analyst, Designer, #UX/UI Developer, #Web Developer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),400000
309,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,4.0,full-time,Data,"Data scientist or machine learning specialist, Data or business analyst",18-24 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",396000
310,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),3.0,8.0,full-time,Mobile dev,"Back-end developer, Front-end developer, Full-stack developer, Mobile developer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),240000
311,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,1.0,full-time,Web dev,"Full-stack developer, #Cloud Engineer, #Consultant",18-24 ปี,"10,000 คนขึ้นไป (10,000 or more employees)",678000
312,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),10.0,10.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, #Web Developer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),850000
313,สมุทรปราการ (Samut Prakan),ปริญญาตรี (Bachelor's Degree),1.0,2.0,full-time,Web dev,"Full-stack developer, #Web Developer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),300000
314,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),3.0,7.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Student",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",864000
315,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,6.0,full-time,Data,"Back-end developer, Front-end developer, Full-stack developer, Embedded applications or devices developer, Data scientist or machine learning specialist, Scientist, Academic researcher, #Robotic Software Engineer",18-24 ปี,มีคนเดียว ทำทุกตำแหน่ง (Freelancer/Just me),1400000
316,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.17,1.0,full-time,Web dev,Front-end developer,25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),420000
317,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),7.0,7.0,full-time,Bussiness,Data or business analyst,25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",660000
318,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),15.0,20.0,freelance,Desktop dev,"Full-stack developer, Embedded applications or devices developer, Desktop or enterprise applications developer, Database administrator, QA or test developer, Designer, Engineering manager, Educator, Product manager, Game or graphics developer, #Manager, #Robotic Software Engineer",35-44 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),1800000
319,กรุงเทพมหานคร (Bangkok),ปริญญาโท (Master's Degree),10.0,14.0,full-time,Web dev,Back-end developer,25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),800000
320,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),15.0,10.0,full-time,Security,"Back-end developer, System administrator, DevOps specialist, Site reliability engineer, #IT Support, #IT Security, #Network Engineer, #Security Engineer",35-44 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",1300000
321,ชลบุรี (Chonburi),ปริญญาตรี (Bachelor's Degree),2.0,6.0,full-time,Web dev,Full-stack developer,25-34 ปี,มีคนเดียว ทำทุกตำแหน่ง (Freelancer/Just me),150000
322,ระนอง (Ranong),ปริญญาตรี (Bachelor's Degree),11.0,11.0,freelance,Web dev,"Front-end developer, Full-stack developer, #IT Support",25-34 ปี,มีคนเดียว ทำทุกตำแหน่ง (Freelancer/Just me),1200000
323,สงขลา (Songkla),ปริญญาโท (Master's Degree),2.0,6.0,full-time,Web dev,"Back-end developer, Front-end developer, #Web Developer",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",216000
324,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,3.0,full-time,Embled dev,Embedded applications or devices developer,25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",360000
325,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,3.0,full-time,Game dev,"Front-end developer, Designer, Mobile developer, Game or graphics developer",18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),300000
326,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.9,5.0,full-time,Engineer,Software engineer ,18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),348000
327,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,4.0,full-time,Mobile dev,QA or test developer,18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",360000
328,เชียงใหม่ (Chiang Mai),ปริญญาตรี (Bachelor's Degree),4.0,1.0,full-time,Web dev,"Back-end developer, Front-end developer, QA or test developer, Designer, #System Analyst",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),240000
329,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,7.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Designer",18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),640000
330,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),11.0,11.0,full-time,Web dev,"Back-end developer, Full-stack developer, Educator",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",1260000
331,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),3.0,5.0,freelance,Web dev,Back-end developer,18-24 ปี,มีคนเดียว ทำทุกตำแหน่ง (Freelancer/Just me),1250000
332,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),5.0,10.0,full-time,Executive,Senior Executive (C-Suite/VP/etc.),18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),160000
333,เชียงใหม่ (Chiang Mai),ปริญญาตรี (Bachelor's Degree),0.5,4.0,full-time,Mobile dev,QA or test developer,18-24 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),240000
334,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,10.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, DevOps specialist, Site reliability engineer",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",420000
335,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),9.0,9.0,full-time,Web dev,Full-stack developer,35-44 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",996000
336,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),11.0,9.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, #IT Support, #Web Developer",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",516000
337,ชลบุรี (Chonburi),ปริญญาตรี (Bachelor's Degree),1.0,7.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",276000
338,ภูเก็ต (Phuket),ปริญญาโท (Master's Degree),13.0,15.0,full-time,Executive,"Back-end developer, Front-end developer, Full-stack developer, Embedded applications or devices developer, Database administrator, System administrator, DevOps specialist, Product manager, Senior Executive (C-Suite/VP/etc.), Mobile developer, #CEO, #Manager, #Web Developer",35-44 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),480000
339,ขอนแก่น (Khon Kaen),ปริญญาตรี (Bachelor's Degree),10.0,10.0,full-time,Web dev,Back-end developer,25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),750000
340,ปทุมธานี (Pathum Thani),ปริญญาตรี (Bachelor's Degree),6.0,6.0,full-time,Web dev,"Back-end developer, Front-end developer, Full-stack developer, Desktop or enterprise applications developer, Database administrator, Mobile developer, #Web Developer",25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),510000
341,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,5.0,full-time,Web dev,"Back-end developer, Student",18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",336000
342,นนทบุรี (Nonthaburi),ปริญญาตรี (Bachelor's Degree),1.0,4.0,full-time,Web dev,Front-end developer,18-24 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",420000
343,สมุทรปราการ (Samut Prakan),ปริญญาตรี (Bachelor's Degree),1.0,4.0,full-time,Network,"#IT Support, #Network Engineer",25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),156000
344,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),8.0,8.0,full-time,Web dev,"Front-end developer, Full-stack developer",25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),1140000
345,พระนครศรีอยุธยา (Phra Nahhon Si Ayutthaya),ปริญญาตรี (Bachelor's Degree),4.5,8.0,full-time,Engineer,Test Code Development Engineer,25-34 ปี,"10,000 คนขึ้นไป (10,000 or more employees)",420000
346,กรุงเทพมหานคร (Bangkok),มัธยมศึกษาตอนปลาย (High School),0.0,1.0,part-time,Data,"Data scientist or machine learning specialist, Student, Intern data science ",18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),180000
347,นนทบุรี (Nonthaburi),ปริญญาตรี (Bachelor's Degree),3.0,3.0,full-time,Web dev,Front-end developer,25-34 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),535000
348,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),2.0,0.0,full-time,Manager,"Engineering manager, #Manager",25-34 ปี,20 คนขึ้นไป แต่ไม่เกิน 100 คน (20 to 99 employees),780000
349,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,2.0,full-time,Game dev,"Back-end developer, Front-end developer, Game or graphics developer",18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),204000
350,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),1.0,5.0,full-time,Game dev,Game or graphics developer,18-24 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),360000
351,กรุงเทพมหานคร (Bangkok),ปริญญาโท (Master's Degree),13.0,13.0,full-time,Web dev,Full-stack developer,35-44 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",876000
352,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),3.0,4.0,full-time,Web dev,Back-end developer,25-34 ปี,"1,000 คนขึ้นไป แต่ไม่เกิน 10,000 คน (1,000 to 9,999 employees)",336000
353,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),15.0,20.0,full-time,Manager,"Back-end developer, Embedded applications or devices developer, #Cloud Engineer, #Manager",35-44 ปี,2 คนขึ้นไป แต่ไม่เกิน 20 คน (2 to 19 employees),1800000
354,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),8.0,12.0,full-time,Web dev,"Full-stack developer, QA or test developer, DevOps specialist",25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",1000000
355,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),0.0,3.0,full-time,Data,Data engineer,18-24 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",156000
356,กรุงเทพมหานคร (Bangkok),ปริญญาตรี (Bachelor's Degree),5.0,3.0,full-time,Embled dev,Embedded applications or devices developer,25-34 ปี,"100 คนขึ้นไป แต่ไม่เกิน 1,000 คน (100 to 999 employees)",360000
